"pert_iname"	"pert_type"
"JNK-9L"	"trt_cp"
"JNK-IN-5A"	"trt_cp"
"josamycin"	"trt_cp"
"JQ1-(-)"	"trt_cp"
"JQ1-(+)"	"trt_cp"
"JTC-801"	"trt_cp"
"JTE-907"	"trt_cp"
"JW-7-24-1"	"trt_cp"
"JW55"	"trt_cp"
"JWE-035"	"trt_cp"
"kakonein"	"trt_cp"
"KBG"	"trt_cp"
"KD-023"	"trt_cp"
"KD-025"	"trt_cp"
"ketanserin"	"trt_cp"
"ketoconazole"	"trt_cp"
"ketoprofen"	"trt_cp"
"ketorolac"	"trt_cp"
"ketotifen"	"trt_cp"
"KI-20227"	"trt_cp"
"KIN001-043"	"trt_cp"
"KIN001-055"	"trt_cp"
"KIN001-127"	"trt_cp"
"KIN001-242"	"trt_cp"
"KIN001-244"	"trt_cp"
"KIN001-260"	"trt_cp"
"KIN001-266"	"trt_cp"
"KIN001-269"	"trt_cp"
"KIN001-270"	"trt_cp"
"KN-62"	"trt_cp"
"KN-93"	"trt_cp"
"KU-55933"	"trt_cp"
"KU-60019"	"trt_cp"
"KW-2449"	"trt_cp"
"KW-2478"	"trt_cp"
"KX2-391"	"trt_cp"
"L-655240"	"trt_cp"
"L-690330"	"trt_cp"
"L-citrulline"	"trt_cp"
"L-ergothioneine"	"trt_cp"
"L-NAME"	"trt_cp"
"labetalol"	"trt_cp"
"lacidipine"	"trt_cp"
"lacitol"	"trt_cp"
"lacosamide"	"trt_cp"
"lafutidine"	"trt_cp"
"lamivudine"	"trt_cp"
"lamotrigine"	"trt_cp"
"lapatinib"	"trt_cp"
"laropiprant"	"trt_cp"
"lasalocid"	"trt_cp"
"latanoprost"	"trt_cp"
"LCL-161"	"trt_cp"
"LCQ-908"	"trt_cp"
"LDN-193189"	"trt_cp"
"ledipasvir"	"trt_cp"
"leflunomide"	"trt_cp"
"lenalidomide"	"trt_cp"
"lenvatinib"	"trt_cp"
"lerisetron"	"trt_cp"
"lersivirine"	"trt_cp"
"lesinurad"	"trt_cp"
"lestaurtinib"	"trt_cp"
"letermovir"	"trt_cp"
"letrozole"	"trt_cp"
"levalbuterol"	"trt_cp"
"levamisole"	"trt_cp"
"levcromakalim"	"trt_cp"
"levetiracetam"	"trt_cp"
"levobunolol"	"trt_cp"
"levocabastine"	"trt_cp"
"levocetirizine"	"trt_cp"
"levofloxacin"	"trt_cp"
"levomequitazine"	"trt_cp"
"levonorgestrel"	"trt_cp"
"levosimendan"	"trt_cp"
"levothyroxine"	"trt_cp"
"LGX-818"	"trt_cp"
"licarbazepine"	"trt_cp"
"licochalcone-a"	"trt_cp"
"lidamidine"	"trt_cp"
"lidocaine"	"trt_cp"
"lidoflazine"	"trt_cp"
"linagliptin"	"trt_cp"
"linezolid"	"trt_cp"
"linifanib"	"trt_cp"
"linopirdine"	"trt_cp"
"linsidomine"	"trt_cp"
"linsitinib"	"trt_cp"
"linsitinib"	"trt_cp"
"liranaftate"	"trt_cp"
"lirimilast"	"trt_cp"
"lisinopril"	"trt_cp"
"lisofylline"	"trt_cp"
"lobenzarit"	"trt_cp"
"lodoxamide"	"trt_cp"
"lofexidine"	"trt_cp"
"lomeguatrib"	"trt_cp"
"lomerizine"	"trt_cp"
"lomitapide"	"trt_cp"
"lonafarnib"	"trt_cp"
"lonidamine"	"trt_cp"
"loperamide"	"trt_cp"
"lopinavir"	"trt_cp"
"loratadine"	"trt_cp"
"lorazepam"	"trt_cp"
"lorcaserin"	"trt_cp"
"lorglumide"	"trt_cp"
"losartan"	"trt_cp"
"losmapimod"	"trt_cp"
"loxoprofen"	"trt_cp"
"lucitanib"	"trt_cp"
"luliconazole"	"trt_cp"
"lumacaftor"	"trt_cp"
"lupanine"	"trt_cp"
"lurasidone"	"trt_cp"
"luteolin"	"trt_cp"
"LX-1031"	"trt_cp"
"LXR-623"	"trt_cp"
"LY-2090314"	"trt_cp"
"LY-215490"	"trt_cp"
"LY-2157299"	"trt_cp"
"LY-2228820"	"trt_cp"
"LY-2334737"	"trt_cp"
"LY-2603618"	"trt_cp"
"LY-2784544"	"trt_cp"
"LY-2801653"	"trt_cp"
"LY-2811376"	"trt_cp"
"LY-2874455"	"trt_cp"
"LY-2886721"	"trt_cp"
"LY-294002"	"trt_cp"
"macitentan"	"trt_cp"
"malotilate"	"trt_cp"
"mannitol-D"	"trt_cp"
"manumycin-a"	"trt_cp"
"maprotiline"	"trt_cp"
"maraviroc"	"trt_cp"
"maribavir"	"trt_cp"
"marimastat"	"trt_cp"
"masitinib"	"trt_cp"
"masoprocol"	"trt_cp"
"maxacalcitol"	"trt_cp"
"mazindol"	"trt_cp"
"MBX-2982"	"trt_cp"
"MC1568"	"trt_cp"
"mCPP"	"trt_cp"
"MD-920"	"trt_cp"
"MDL-73005EF"	"trt_cp"
"mebendazole"	"trt_cp"
"mecamylamine"	"trt_cp"
"meclizine"	"trt_cp"
"meclofenamic-acid"	"trt_cp"
"medetomidine"	"trt_cp"
"medroxyprogesterone-acetate"	"trt_cp"
"medrysone"	"trt_cp"
"mefloquine"	"trt_cp"
"meglitinide"	"trt_cp"
"meisoindigo"	"trt_cp"
"melatonin"	"trt_cp"
"meloxicam"	"trt_cp"
"melperone"	"trt_cp"
"menadione"	"trt_cp"
"mepacrine"	"trt_cp"
"mepazine"	"trt_cp"
"mephentermine"	"trt_cp"
"mepivacaine"	"trt_cp"
"meptazinol"	"trt_cp"
"mepyramine"	"trt_cp"
"merbarone"	"trt_cp"
"mercaptopurine"	"trt_cp"
"mericitabine"	"trt_cp"
"merimepodib"	"trt_cp"
"mestinon"	"trt_cp"
"mestranol"	"trt_cp"
"mesulergine"	"trt_cp"
"metamizole"	"trt_cp"
"metatinib"	"trt_cp"
"metenkephalin"	"trt_cp"
"metergoline"	"trt_cp"
"metformin"	"trt_cp"
"methazolamide"	"trt_cp"
"methimazole"	"trt_cp"
"methiopril"	"trt_cp"
"methocarbamol"	"trt_cp"
"methoxsalen"	"trt_cp"
"methyldopa"	"trt_cp"
"methylnaltrexone"	"trt_cp"
"methylprednisolone"	"trt_cp"
"methylstat"	"trt_cp"
"metixene"	"trt_cp"
"metoclopramide"	"trt_cp"
"metolazone"	"trt_cp"
"metoprolol"	"trt_cp"
"metronidazole"	"trt_cp"
"MF-101"	"trt_cp"
"MG-132"	"trt_cp"
"MGCD-265"	"trt_cp"
"mianserin"	"trt_cp"
"mibampator"	"trt_cp"
"mibefradil"	"trt_cp"
"miconazole"	"trt_cp"
"midodrine"	"trt_cp"
"midostaurin"	"trt_cp"
"mifobate"	"trt_cp"
"miglitol"	"trt_cp"
"miglustat"	"trt_cp"
"milacemide"	"trt_cp"
"milnacipran"	"trt_cp"
"milrinone"	"trt_cp"
"miltefosine"	"trt_cp"
"minaprine"	"trt_cp"
"minoxidil"	"trt_cp"
"mirodenafil"	"trt_cp"
"mirtazapine"	"trt_cp"
"mitiglinide"	"trt_cp"
"mitomycin-c"	"trt_cp"
"mitoxantrone"	"trt_cp"
"mizolastine"	"trt_cp"
"MK-0752"	"trt_cp"
"MK-0773"	"trt_cp"
"MK-0812"	"trt_cp"
"MK-0893"	"trt_cp"
"MK-1775"	"trt_cp"
"MK-2206"	"trt_cp"
"MK-2461"	"trt_cp"
"MK-3207"	"trt_cp"
"MK-5108"	"trt_cp"
"MK-8033"	"trt_cp"
"MK-8245"	"trt_cp"
"MLN-0128"	"trt_cp"
"MLN-2480"	"trt_cp"
"MLN-8054"	"trt_cp"
"mocetinostat"	"trt_cp"
"moclobemide"	"trt_cp"
"molindone"	"trt_cp"
"molsidomine"	"trt_cp"
"moracizine"	"trt_cp"
"motesanib"	"trt_cp"
"moxidectin"	"trt_cp"
"moxifloxacin"	"trt_cp"
"moxisylyte"	"trt_cp"
"moxonidine"	"trt_cp"
"mozavaptan"	"trt_cp"
"mubritinib"	"trt_cp"
"mycophenolate-mofetil"	"trt_cp"
"mycophenolic-acid"	"trt_cp"
"N6022"	"trt_cp"
"nafamostat"	"trt_cp"
"naftidrofuryl"	"trt_cp"
"naftifine"	"trt_cp"
"naftopidil"	"trt_cp"
"nalbuphine"	"trt_cp"
"nandrolone"	"trt_cp"
"naphazoline"	"trt_cp"
"naproxen"	"trt_cp"
"naringenin"	"trt_cp"
"narlaprevir"	"trt_cp"
"nateglinide"	"trt_cp"
"navitoclax"	"trt_cp"
"nebivolol"	"trt_cp"
"nefazodone"	"trt_cp"
"nefiracetam"	"trt_cp"
"nefopam"	"trt_cp"
"nelarabine"	"trt_cp"
"nemonapride"	"trt_cp"
"neostigmine"	"trt_cp"
"nepafenac"	"trt_cp"
"neratinib"	"trt_cp"
"nesbuvir"	"trt_cp"
"netupitant"	"trt_cp"
"nevirapine"	"trt_cp"
"NF-449"	"trt_cp"
"niacin"	"trt_cp"
"nicaraven"	"trt_cp"
"nicardipine"	"trt_cp"
"nicergoline"	"trt_cp"
"niclosamide"	"trt_cp"
"nicotinamide"	"trt_cp"
"nicotine"	"trt_cp"
"niguldipine"	"trt_cp"
"nikethamide"	"trt_cp"
"nilotinib"	"trt_cp"
"nimesulide"	"trt_cp"
"nimodipine"	"trt_cp"
"nintedanib"	"trt_cp"
"nisoxetine"	"trt_cp"
"nitrendipine"	"trt_cp"
"nizofenone"	"trt_cp"
"NMS-1286937"	"trt_cp"
"norethindrone"	"trt_cp"
"norethisterone"	"trt_cp"
"norfloxacin"	"trt_cp"
"norgestrel"	"trt_cp"
"nortriptyline"	"trt_cp"
"noscapine"	"trt_cp"
"novobiocin"	"trt_cp"
"NPK76-II-72-1"	"trt_cp"
"NSC-4644"	"trt_cp"
"NSI-189"	"trt_cp"
"NU-7026"	"trt_cp"
"NU-7441"	"trt_cp"
"nutlin-3"	"trt_cp"
"NVP-AEW541"	"trt_cp"
"NVP-AUY922"	"trt_cp"
"NVP-BEZ235"	"trt_cp"
"NVP-BGJ398"	"trt_cp"
"NVP-BHG712"	"trt_cp"
"NVP-DPP728"	"trt_cp"
"NVP-TAE226"	"trt_cp"
"NVP-TAE684"	"trt_cp"
"NXY-059"	"trt_cp"
"O6-benzylguanine"	"trt_cp"
"OCO-1112"	"trt_cp"
"odanacatib"	"trt_cp"
"ofloxacin"	"trt_cp"
"oglemilast"	"trt_cp"
"olanzapine"	"trt_cp"
"olaparib"	"trt_cp"
"olmesartan-medoxomil"	"trt_cp"
"olprinone"	"trt_cp"
"omecamtiv-mecarbil"	"trt_cp"
"ondansetron"	"trt_cp"
"oprozomib"	"trt_cp"
"orantinib"	"trt_cp"
"ORE-1001"	"trt_cp"
"ORG-9768"	"trt_cp"
"orlistat"	"trt_cp"
"ornidazole"	"trt_cp"
"orphenadrine"	"trt_cp"
"orteronel"	"trt_cp"
"oseltamivir-carboxylate"	"trt_cp"
"OSI-027"	"trt_cp"
"OSI-027"	"trt_cp"
"OSI-930"	"trt_cp"
"osimertinib"	"trt_cp"
"ostarine"	"trt_cp"
"otamixaban"	"trt_cp"
"otilonium"	"trt_cp"
"OTS-167"	"trt_cp"
"oxandrolone"	"trt_cp"
"oxaprozin"	"trt_cp"
"oxatomide"	"trt_cp"
"oxfendazole"	"trt_cp"
"oxiconazole"	"trt_cp"
"oxiperomide"	"trt_cp"
"oxybenzone"	"trt_cp"
"oxybuprocaine"	"trt_cp"
"oxybutynin"	"trt_cp"
"oxymetazoline"	"trt_cp"
"oxypurinol"	"trt_cp"
"ozagrel"	"trt_cp"
"PA-824"	"trt_cp"
"paclitaxel"	"trt_cp"
"palbociclib"	"trt_cp"
"palmitoylethanolamide"	"trt_cp"
"palomid-529"	"trt_cp"
"palonosetron"	"trt_cp"
"palovarotene"	"trt_cp"
"pantoprazole"	"trt_cp"
"papaverine"	"trt_cp"
"paracetamol"	"trt_cp"
"paricalcitol"	"trt_cp"
"paroxetine"	"trt_cp"
"pasireotide"	"trt_cp"
"pazopanib"	"trt_cp"
"pazufloxacin"	"trt_cp"
"PCA-4248"	"trt_cp"
"PCI-24781"	"trt_cp"
"PD-0325901"	"trt_cp"
"PD-123319"	"trt_cp"
"PD-153035"	"trt_cp"
"PD-173074"	"trt_cp"
"PD-184352"	"trt_cp"
"pelitinib"	"trt_cp"
"pemirolast"	"trt_cp"
"penciclovir"	"trt_cp"
"penfluridol"	"trt_cp"
"penicillin-v-potassium"	"trt_cp"
"penitrem-a"	"trt_cp"
"pentamidine"	"trt_cp"
"pentobarbital"	"trt_cp"
"pentoxifylline"	"trt_cp"
"perampanel"	"trt_cp"
"perhexiline"	"trt_cp"
"perindopril"	"trt_cp"
"pevonedistat"	"trt_cp"
"PF-02545920"	"trt_cp"
"PF-03084014"	"trt_cp"
"PF-03758309"	"trt_cp"
"PF-03814735"	"trt_cp"
"PF-04136309"	"trt_cp"
"PF-04217903"	"trt_cp"
"PF-04447943"	"trt_cp"
"PF-04457845"	"trt_cp"
"PF-04620110"	"trt_cp"
"PF-04691502"	"trt_cp"
"PF-431396"	"trt_cp"
"PF-477736"	"trt_cp"
"PF-562271"	"trt_cp"
"PF-573228"	"trt_cp"
"PFI-1"	"trt_cp"
"PH-797804"	"trt_cp"
"PHA-665752"	"trt_cp"
"PHA-767491"	"trt_cp"
"PHA-793887"	"trt_cp"
"PHA-848125"	"trt_cp"
"phenazone"	"trt_cp"
"phenformin"	"trt_cp"
"phenprocoumon"	"trt_cp"
"phensuximide"	"trt_cp"
"phentermine"	"trt_cp"
"phentolamine"	"trt_cp"
"phenylacetylglutamine"	"trt_cp"
"phenylbutazone"	"trt_cp"
"phenylbutyrate"	"trt_cp"
"phenylephrine"	"trt_cp"
"phenytoin"	"trt_cp"
"physostigmine"	"trt_cp"
"PI-103"	"trt_cp"
"pibenzimol"	"trt_cp"
"piclamilast"	"trt_cp"
"picolinic-acid"	"trt_cp"
"picotamide"	"trt_cp"
"pidotimod"	"trt_cp"
"PIK-93"	"trt_cp"
"piketoprofen"	"trt_cp"
"pilaralisib"	"trt_cp"
"pilocarpine"	"trt_cp"
"pimavanserin"	"trt_cp"
"pimecrolimus"	"trt_cp"
"pimobendan"	"trt_cp"
"pimozide"	"trt_cp"
"pinacidil"	"trt_cp"
"pinaverium"	"trt_cp"
"pindolol"	"trt_cp"
"pinitol"	"trt_cp"
"pioglitazone"	"trt_cp"
"piperidolate"	"trt_cp"
"piracetam"	"trt_cp"
"pirenoxine"	"trt_cp"
"pirenzepine"	"trt_cp"
"piretanide"	"trt_cp"
"pirfenidone"	"trt_cp"
"piribedil"	"trt_cp"
"piroxicam"	"trt_cp"
"pitavastatin"	"trt_cp"
"PK-11195"	"trt_cp"
"PKI-179"	"trt_cp"
"PLX-4720"	"trt_cp"
"podophyllotoxin"	"trt_cp"
"pomalidomide"	"trt_cp"
"ponatinib"	"trt_cp"
"potassium-canrenoate"	"trt_cp"
"pralatrexate"	"trt_cp"
"pramipexole"	"trt_cp"
"pranlukast"	"trt_cp"
"pravastatin"	"trt_cp"
"pravastatin"	"trt_cp"
"praziquantel"	"trt_cp"
"prazosin"	"trt_cp"
"prednisone"	"trt_cp"
"pregnenolone"	"trt_cp"
"preladenant"	"trt_cp"
"primaquine"	"trt_cp"
"primidone"	"trt_cp"
"pritelivir"	"trt_cp"
"probenecid"	"trt_cp"
"probucol"	"trt_cp"
"procainamide"	"trt_cp"
"procaine"	"trt_cp"
"prochlorperazine"	"trt_cp"
"progesterone"	"trt_cp"
"proglumide"	"trt_cp"
"proguanil"	"trt_cp"
"propafenone"	"trt_cp"
"propentofylline"	"trt_cp"
"propranolol"	"trt_cp"
"propylthiouracil"	"trt_cp"
"protirelin"	"trt_cp"
"protriptyline"	"trt_cp"
"PRX-08066"	"trt_cp"
"PS-178990"	"trt_cp"
"PSI-6130"	"trt_cp"
"PSI-7976"	"trt_cp"
"pterostilbene"	"trt_cp"
"PX-12"	"trt_cp"
"pyrazinamide"	"trt_cp"
"pyrazinoylguanidine"	"trt_cp"
"pyrazolanthrone"	"trt_cp"
"pyrimethamine"	"trt_cp"
"QL-X-138"	"trt_cp"
"QL-XI-92"	"trt_cp"
"QL-XII-47"	"trt_cp"
"quercetin"	"trt_cp"
"quetiapine"	"trt_cp"
"quiflapon"	"trt_cp"
"quinapril"	"trt_cp"
"quinidine"	"trt_cp"
"quinine"	"trt_cp"
"quizartinib"	"trt_cp"
"R-428"	"trt_cp"
"R-547"	"trt_cp"
"r(-)-apomorphine"	"trt_cp"
"rabeprazole"	"trt_cp"
"racecadotril"	"trt_cp"
"raclopride"	"trt_cp"
"radezolid"	"trt_cp"
"radicicol"	"trt_cp"
"RAF-265"	"trt_cp"
"raloxifene"	"trt_cp"
"raltegravir"	"trt_cp"
"ramatroban"	"trt_cp"
"ramelteon"	"trt_cp"
"ramipril"	"trt_cp"
"ranitidine"	"trt_cp"
"ranolazine"	"trt_cp"
"rasagiline"	"trt_cp"
"rebamipide"	"trt_cp"
"rebastinib"	"trt_cp"
"reboxetine"	"trt_cp"
"refametinib"	"trt_cp"
"regadenoson"	"trt_cp"
"regorafenib"	"trt_cp"
"relcovaptan"	"trt_cp"
"repaglinide"	"trt_cp"
"reparixin"	"trt_cp"
"resatorvid"	"trt_cp"
"reserpine"	"trt_cp"
"resiquimod"	"trt_cp"
"resminostat"	"trt_cp"
"resorcinol"	"trt_cp"
"resveratrol"	"trt_cp"
"retapamulin"	"trt_cp"
"retigabine"	"trt_cp"
"REV-5901"	"trt_cp"
"RG-108"	"trt_cp"
"RG-2833"	"trt_cp"
"RG-4733"	"trt_cp"
"RGFP-966"	"trt_cp"
"RHO-kinase-inhibitor-III[rockout]"	"trt_cp"
"ribavirin"	"trt_cp"
"rifabutin"	"trt_cp"
"rifaximin"	"trt_cp"
"rigosertib"	"trt_cp"
"rilmenidine"	"trt_cp"
"rilpivirine"	"trt_cp"
"riluzole"	"trt_cp"
"rimantadine"	"trt_cp"
"rimcazole"	"trt_cp"
"rimexolone"	"trt_cp"
"rimonabant"	"trt_cp"
"riociguat"	"trt_cp"
"ripasudil"	"trt_cp"
"risperidone"	"trt_cp"
"ritodrine"	"trt_cp"
"ritonavir"	"trt_cp"
"rivaroxaban"	"trt_cp"
"rizatriptan"	"trt_cp"
"Ro-4987655"	"trt_cp"
"rociletinib"	"trt_cp"
"rocuronium"	"trt_cp"
"roflumilast"	"trt_cp"
"rolipram"	"trt_cp"
"romidepsin"	"trt_cp"
"rondual-kinase-inhibitor"	"trt_cp"
"ropinirole"	"trt_cp"
"roquinimex"	"trt_cp"
"roscovitine"	"trt_cp"
"rosiglitazone"	"trt_cp"
"rosuvastatin"	"trt_cp"
"rotigotine"	"trt_cp"
"rottlerin"	"trt_cp"
"rotundine"	"trt_cp"
"roxithromycin"	"trt_cp"
"RS-127445"	"trt_cp"
"RU-58841"	"trt_cp"
"rucaparib"	"trt_cp"
"rucinol"	"trt_cp"
"rufinamide"	"trt_cp"
"rupatadine"	"trt_cp"
"rutin"	"trt_cp"
"ruxolitinib"	"trt_cp"
"S-18986"	"trt_cp"
"S-ruxolitinib"	"trt_cp"
"sacubitril"	"trt_cp"
"safinamide"	"trt_cp"
"safingol"	"trt_cp"
"salermide"	"trt_cp"
"salirasib"	"trt_cp"
"salvinorin-a"	"trt_cp"
"saquinavir"	"trt_cp"
"SAR-245408"	"trt_cp"
"SAR-245409"	"trt_cp"
"saracatinib"	"trt_cp"
"saracatinib"	"trt_cp"
"sarcosine"	"trt_cp"
"sarsagenin"	"trt_cp"
"sasapyrine"	"trt_cp"
"saxagliptin"	"trt_cp"
"SB-203580"	"trt_cp"
"SB-216763"	"trt_cp"
"SB-239063"	"trt_cp"
"SB-242235"	"trt_cp"
"SB-271046"	"trt_cp"
"SB-525334"	"trt_cp"
"SB-590885"	"trt_cp"
"SB-683698"	"trt_cp"
"SB-705498"	"trt_cp"
"SB-743921"	"trt_cp"
"SB-756050"	"trt_cp"
"SB-939"	"trt_cp"
"SC-12267"	"trt_cp"
"SCH-28080"	"trt_cp"
"scopolamine"	"trt_cp"
"SDZ-NKT-343"	"trt_cp"
"secnidazole"	"trt_cp"
"selamectin"	"trt_cp"
"selegiline"	"trt_cp"
"selinexor"	"trt_cp"
"selumetinib"	"trt_cp"
"semagacestat"	"trt_cp"
"semaxanib"	"trt_cp"
"senicapoc"	"trt_cp"
"seocalcitol"	"trt_cp"
"SEP-227900"	"trt_cp"
"serdemetan"	"trt_cp"
"sertaconazole"	"trt_cp"
"sertindole"	"trt_cp"
"sertraline"	"trt_cp"
"setiptiline"	"trt_cp"
"SGI-1776"	"trt_cp"
"SGX523"	"trt_cp"
"siguazodan"	"trt_cp"
"sildenafil"	"trt_cp"
"simeprevir"	"trt_cp"
"simvastatin"	"trt_cp"
"siramesine"	"trt_cp"
"sirolimus"	"trt_cp"
"sitagliptin"	"trt_cp"
"SK&F-10047-(+)"	"trt_cp"
"SN-38"	"trt_cp"
"SNX-2112"	"trt_cp"
"sobetirome"	"trt_cp"
"sodium-gualenate"	"trt_cp"
"sodium-tanshinone-ii-a-sulfonate"	"trt_cp"
"sofalcone"	"trt_cp"
"solifenacin-succinate"	"trt_cp"
"sorafenib"	"trt_cp"
"sorbinil"	"trt_cp"
"sotalol"	"trt_cp"
"sotrastaurin"	"trt_cp"
"sparfloxacin"	"trt_cp"
"spironolactone"	"trt_cp"
"SR-2640"	"trt_cp"
"SR-27897"	"trt_cp"
"SR-33805"	"trt_cp"
"SR-57227A"	"trt_cp"
"ST-1859"	"trt_cp"
"STA-5326"	"trt_cp"
"staurosporine"	"trt_cp"
"stavudine"	"trt_cp"
"SU-014813"	"trt_cp"
"SU-11274"	"trt_cp"
"SU-11652"	"trt_cp"
"sufentanil"	"trt_cp"
"sulbactam"	"trt_cp"
"sulbutiamine"	"trt_cp"
"sulfadoxine"	"trt_cp"
"sulfafurazole"	"trt_cp"
"sulfasalazine"	"trt_cp"
"sulforaphane"	"trt_cp"
"sulmazole"	"trt_cp"
"sulpiride"	"trt_cp"
"sumatriptan"	"trt_cp"
"sunitinib"	"trt_cp"
"suprofen"	"trt_cp"
"suvorexant"	"trt_cp"
"swainsonine"	"trt_cp"
"SYK-inhibitor"	"trt_cp"
"T-5224"	"trt_cp"
"tacalcitol"	"trt_cp"
"tacedinaline"	"trt_cp"
"tacrine"	"trt_cp"
"tacrolimus"	"trt_cp"
"tacrolimus"	"trt_cp"
"tadalafil"	"trt_cp"
"tafamidis-meglumine"	"trt_cp"
"tagatose"	"trt_cp"
"TAK-285"	"trt_cp"
"TAK-715"	"trt_cp"
"TAK-733"	"trt_cp"
"TAK-875"	"trt_cp"
"taladegib"	"trt_cp"
"talazoparib"	"trt_cp"
"talinolol"	"trt_cp"
"talmapimod"	"trt_cp"
"talnetant"	"trt_cp"
"taltirelin"	"trt_cp"
"tamibarotene"	"trt_cp"
"tamoxifen"	"trt_cp"
"tamsulosin"	"trt_cp"
"tanaproget"	"trt_cp"
"tandutinib"	"trt_cp"
"tanespimycin"	"trt_cp"
"taranabant"	"trt_cp"
"targinine"	"trt_cp"
"TAS-103"	"trt_cp"
"taselisib"	"trt_cp"
"tasisulam"	"trt_cp"
"tasquinimod"	"trt_cp"
"tazarotene"	"trt_cp"
"tazobactam"	"trt_cp"
"tebipenem"	"trt_cp"
"tecastemizole"	"trt_cp"
"tedizolid"	"trt_cp"
"tegobuvir"	"trt_cp"
"telatinib"	"trt_cp"
"telbivudine"	"trt_cp"
"telcagepant"	"trt_cp"
"telmesteine"	"trt_cp"
"telmisartan"	"trt_cp"
"telotristat"	"trt_cp"
"temazepam"	"trt_cp"
"temoporfin"	"trt_cp"
"temozolomide"	"trt_cp"
"temsirolimus"	"trt_cp"
"temsirolimus"	"trt_cp"
"teneligliptin"	"trt_cp"
"tenidap"	"trt_cp"
"terbinafine"	"trt_cp"
"teriflunomide"	"trt_cp"
"teroxirone"	"trt_cp"
"tesaglitazar"	"trt_cp"
"testosterone"	"trt_cp"
"tetrabenazine"	"trt_cp"
"tetracaine"	"trt_cp"
"tetradecylthioacetic-acid"	"trt_cp"
"tetrahydrouridine"	"trt_cp"
"tetrindole"	"trt_cp"
"TG-100115"	"trt_cp"
"TG-100801"	"trt_cp"
"TG-101348"	"trt_cp"
"TGX-221"	"trt_cp"
"TH-302"	"trt_cp"
"thalidomide"	"trt_cp"
"theobromine"	"trt_cp"
"theophylline"	"trt_cp"
"thiocolchicoside"	"trt_cp"
"thioctic-acid"	"trt_cp"
"thioguanine"	"trt_cp"
"thiomersal"	"trt_cp"
"thioridazine"	"trt_cp"
"thiothixene"	"trt_cp"
"THZ-2-98-01"	"trt_cp"
"tiabendazole"	"trt_cp"
"tiagabine"	"trt_cp"
"tiapride"	"trt_cp"
"tibolone"	"trt_cp"
"TIC10"	"trt_cp"
"ticagrelor"	"trt_cp"
"ticlopidine"	"trt_cp"
"tie2-kinase-inhibitor"	"trt_cp"
"tiludronate"	"trt_cp"
"timofibrate"	"trt_cp"
"timolol"	"trt_cp"
"timonacic"	"trt_cp"
"tioconazole"	"trt_cp"
"tioguanine"	"trt_cp"
"tipifarnib-P2"	"trt_cp"
"tipiracil"	"trt_cp"
"tipranavir"	"trt_cp"
"tirapazamine"	"trt_cp"
"tirasemtiv"	"trt_cp"
"tirofiban"	"trt_cp"
"tivantinib"	"trt_cp"
"tivozanib"	"trt_cp"
"tizanidine"	"trt_cp"
"tobramycin"	"trt_cp"
"tofacitinib"	"trt_cp"
"tofacitinib"	"trt_cp"
"tolazamide"	"trt_cp"
"tolbutamide"	"trt_cp"
"tolcapone"	"trt_cp"
"tolfenamic-acid"	"trt_cp"
"tolimidone"	"trt_cp"
"tolnaftate"	"trt_cp"
"tolperisone"	"trt_cp"
"tolvaptan"	"trt_cp"
"tomelukast"	"trt_cp"
"tonabersat"	"trt_cp"
"topiramate"	"trt_cp"
"topiroxostat"	"trt_cp"
"torasemide"	"trt_cp"
"torcetrapib"	"trt_cp"
"torcitabine"	"trt_cp"
"toremifene"	"trt_cp"
"torin-1"	"trt_cp"
"torin-2"	"trt_cp"
"tosedostat"	"trt_cp"
"tozasertib"	"trt_cp"
"TPCA-1"	"trt_cp"
"tracazolate"	"trt_cp"
"tramadol"	"trt_cp"
"trametinib"	"trt_cp"
"tramiprosate"	"trt_cp"
"tranilast"	"trt_cp"
"tranylcypromine"	"trt_cp"
"trapidil"	"trt_cp"
"travoprost"	"trt_cp"
"trazodone"	"trt_cp"
"tretinoin"	"trt_cp"
"triamcinolone"	"trt_cp"
"triamcinolone-acetonide"	"trt_cp"
"triamterene"	"trt_cp"
"trichostatin-a"	"trt_cp"
"triclabendazole"	"trt_cp"
"triclosan"	"trt_cp"
"trientine"	"trt_cp"
"trifluoperazine"	"trt_cp"
"triflupromazine"	"trt_cp"
"trifluridine"	"trt_cp"
"trilostane"	"trt_cp"
"trimebutine"	"trt_cp"
"trimetazidine"	"trt_cp"
"trimethobenzamide"	"trt_cp"
"trimethoprim"	"trt_cp"
"trimipramine"	"trt_cp"
"triptolide"	"trt_cp"
"triptorelin"	"trt_cp"
"troglitazone"	"trt_cp"
"trovafloxacin"	"trt_cp"
"TTNPB"	"trt_cp"
"TWS-119"	"trt_cp"
"tyrphostin-1"	"trt_cp"
"tyrphostin-AG-112"	"trt_cp"
"tyrphostin-AG-1478"	"trt_cp"
"ubenimex"	"trt_cp"
"UK-383367"	"trt_cp"
"ulipristal"	"trt_cp"
"umeclidinium"	"trt_cp"
"UNC-0321"	"trt_cp"
"UNC-0638"	"trt_cp"
"UNC-1215"	"trt_cp"
"UNC-669"	"trt_cp"
"urapidil"	"trt_cp"
"urea"	"trt_cp"
"ursodeoxycholyltaurine"	"trt_cp"
"ursodiol"	"trt_cp"
"ursolic-acid"	"trt_cp"
"valdecoxib"	"trt_cp"
"valproic-acid"	"trt_cp"
"valrubicin"	"trt_cp"
