"Pair"	"pert_iname"	"target_chembl_id"	"chembl_target_name"	"standard_type"	"Median"	"uniprot_ID"	"target_gene_symbol"	"Drugs"
"lapatinib_CHEMBL1957"	"lapatinib"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	20000	"P08069"	"IGF1R"	"lapatinib"
"linsitinib_CHEMBL1957"	"linsitinib"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	13	"P08069"	"IGF1R"	"linsitinib"
"masoprocol_CHEMBL1957"	"masoprocol"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	900	"P08069"	"IGF1R"	"masoprocol"
"NVP-TAE684_CHEMBL1957"	"NVP-TAE684"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	0.35	"P08069"	"IGF1R"	"NVP-TAE684"
"PHA-665752_CHEMBL1957"	"PHA-665752"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	10000	"P08069"	"IGF1R"	"PHA-665752"
"PHA-793887_CHEMBL1957"	"PHA-793887"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	10000	"P08069"	"IGF1R"	"PHA-793887"
"PHA-848125_CHEMBL1957"	"PHA-848125"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	10000	"P08069"	"IGF1R"	"PHA-848125"
"quercetin_CHEMBL1957"	"quercetin"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	300	"P08069"	"IGF1R"	"quercetin"
"semaxanib_CHEMBL1957"	"semaxanib"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	55000	"P08069"	"IGF1R"	"semaxanib"
"sotrastaurin_CHEMBL1957"	"sotrastaurin"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	10000	"P08069"	"IGF1R"	"sotrastaurin"
"TAK-285_CHEMBL1957"	"TAK-285"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	10000	"P08069"	"IGF1R"	"TAK-285"
"VX-745_CHEMBL1957"	"VX-745"	"CHEMBL1957"	"Insulin-like growth factor I receptor"	"IC50"	5000	"P08069"	"IGF1R"	"VX-745"
"aclidinium_CHEMBL211"	"aclidinium"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	0.1259	"P08172"	"CHRM2"	"aclidinium"
"amiodarone_CHEMBL211"	"amiodarone"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	5080	"P08172"	"CHRM2"	"amiodarone"
"amitriptyline_CHEMBL211"	"amitriptyline"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	81	"P08172"	"CHRM2"	"amitriptyline"
"amoxapine_CHEMBL211"	"amoxapine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	2623	"P08172"	"CHRM2"	"amoxapine"
"AZD-7687_CHEMBL211"	"AZD-7687"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	80500	"P08172"	"CHRM2"	"AZD-7687"
"carbachol_CHEMBL211"	"carbachol"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	765	"P08172"	"CHRM2"	"carbachol"
"chlorpromazine_CHEMBL211"	"chlorpromazine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	652	"P08172"	"CHRM2"	"chlorpromazine"
"ciglitazone_CHEMBL211"	"ciglitazone"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	21107	"P08172"	"CHRM2"	"ciglitazone"
"clomipramine_CHEMBL211"	"clomipramine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	241	"P08172"	"CHRM2"	"clomipramine"
"clotrimazole_CHEMBL211"	"clotrimazole"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	14531	"P08172"	"CHRM2"	"clotrimazole"
"clozapine_CHEMBL211"	"clozapine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	476	"P08172"	"CHRM2"	"clozapine"
"cyclizine_CHEMBL211"	"cyclizine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	1158	"P08172"	"CHRM2"	"cyclizine"
"cyproheptadine_CHEMBL211"	"cyproheptadine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	35	"P08172"	"CHRM2"	"cyproheptadine"
"diphenidol_CHEMBL211"	"diphenidol"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	770	"P08172"	"CHRM2"	"diphenidol"
"econazole_CHEMBL211"	"econazole"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	3256	"P08172"	"CHRM2"	"econazole"
"fluphenazine_CHEMBL211"	"fluphenazine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	7481	"P08172"	"CHRM2"	"fluphenazine"
"glycopyrrolate_CHEMBL211"	"glycopyrrolate"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	0.32985	"P08172"	"CHRM2"	"glycopyrrolate"
"ketotifen_CHEMBL211"	"ketotifen"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	838	"P08172"	"CHRM2"	"ketotifen"
"maprotiline_CHEMBL211"	"maprotiline"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	1927	"P08172"	"CHRM2"	"maprotiline"
"mepacrine_CHEMBL211"	"mepacrine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	964	"P08172"	"CHRM2"	"mepacrine"
"mepazine_CHEMBL211"	"mepazine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	565	"P08172"	"CHRM2"	"mepazine"
"mianserin_CHEMBL211"	"mianserin"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	1078	"P08172"	"CHRM2"	"mianserin"
"miconazole_CHEMBL211"	"miconazole"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	4336	"P08172"	"CHRM2"	"miconazole"
"mitoxantrone_CHEMBL211"	"mitoxantrone"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	219	"P08172"	"CHRM2"	"mitoxantrone"
"nortriptyline_CHEMBL211"	"nortriptyline"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	347	"P08172"	"CHRM2"	"nortriptyline"
"orphenadrine_CHEMBL211"	"orphenadrine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	376	"P08172"	"CHRM2"	"orphenadrine"
"oxybutynin_CHEMBL211"	"oxybutynin"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	27	"P08172"	"CHRM2"	"oxybutynin"
"paroxetine_CHEMBL211"	"paroxetine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	532	"P08172"	"CHRM2"	"paroxetine"
"pentamidine_CHEMBL211"	"pentamidine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	1425	"P08172"	"CHRM2"	"pentamidine"
"pirenzepine_CHEMBL211"	"pirenzepine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	968.2	"P08172"	"CHRM2"	"pirenzepine"
"prochlorperazine_CHEMBL211"	"prochlorperazine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	3112	"P08172"	"CHRM2"	"prochlorperazine"
"propranolol_CHEMBL211"	"propranolol"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	5011.87	"P08172"	"CHRM2"	"propranolol"
"quetiapine_CHEMBL211"	"quetiapine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	3344.7	"P08172"	"CHRM2"	"quetiapine"
"solifenacin-succinate_CHEMBL211"	"solifenacin-succinate"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	573.7	"P08172"	"CHRM2"	"solifenacin-succinate"
"tamoxifen_CHEMBL211"	"tamoxifen"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	7793	"P08172"	"CHRM2"	"tamoxifen"
"thioridazine_CHEMBL211"	"thioridazine"	"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"IC50"	106	"P08172"	"CHRM2"	"thioridazine"
"aclidinium_CHEMBL1821"	"aclidinium"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	0.1995	"P08173"	"CHRM4"	"aclidinium"
"amiodarone_CHEMBL1821"	"amiodarone"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	3630	"P08173"	"CHRM4"	"amiodarone"
"amitriptyline_CHEMBL1821"	"amitriptyline"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	5.297	"P08173"	"CHRM4"	"amitriptyline"
"amoxapine_CHEMBL1821"	"amoxapine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1737	"P08173"	"CHRM4"	"amoxapine"
"carbachol_CHEMBL1821"	"carbachol"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	525.06	"P08173"	"CHRM4"	"carbachol"
"chlorpromazine_CHEMBL1821"	"chlorpromazine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	149	"P08173"	"CHRM4"	"chlorpromazine"
"ciglitazone_CHEMBL1821"	"ciglitazone"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	16224	"P08173"	"CHRM4"	"ciglitazone"
"cinnarizine_CHEMBL1821"	"cinnarizine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	3660	"P08173"	"CHRM4"	"cinnarizine"
"clomipramine_CHEMBL1821"	"clomipramine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	91	"P08173"	"CHRM4"	"clomipramine"
"clotrimazole_CHEMBL1821"	"clotrimazole"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	11756	"P08173"	"CHRM4"	"clotrimazole"
"clozapine_CHEMBL1821"	"clozapine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	45	"P08173"	"CHRM4"	"clozapine"
"cyclizine_CHEMBL1821"	"cyclizine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	852	"P08173"	"CHRM4"	"cyclizine"
"cyproheptadine_CHEMBL1821"	"cyproheptadine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	16	"P08173"	"CHRM4"	"cyproheptadine"
"diphenidol_CHEMBL1821"	"diphenidol"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	271	"P08173"	"CHRM4"	"diphenidol"
"econazole_CHEMBL1821"	"econazole"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	2122	"P08173"	"CHRM4"	"econazole"
"fluphenazine_CHEMBL1821"	"fluphenazine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	3468	"P08173"	"CHRM4"	"fluphenazine"
"glycopyrrolate_CHEMBL1821"	"glycopyrrolate"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	0.1585	"P08173"	"CHRM4"	"glycopyrrolate"
"irinotecan_CHEMBL1821"	"irinotecan"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1556	"P08173"	"CHRM4"	"irinotecan"
"ketotifen_CHEMBL1821"	"ketotifen"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1009	"P08173"	"CHRM4"	"ketotifen"
"maprotiline_CHEMBL1821"	"maprotiline"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	413	"P08173"	"CHRM4"	"maprotiline"
"mepacrine_CHEMBL1821"	"mepacrine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1983	"P08173"	"CHRM4"	"mepacrine"
"mepazine_CHEMBL1821"	"mepazine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	137	"P08173"	"CHRM4"	"mepazine"
"mianserin_CHEMBL1821"	"mianserin"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	2066	"P08173"	"CHRM4"	"mianserin"
"miconazole_CHEMBL1821"	"miconazole"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	3197	"P08173"	"CHRM4"	"miconazole"
"mitoxantrone_CHEMBL1821"	"mitoxantrone"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	644.1	"P08173"	"CHRM4"	"mitoxantrone"
"nortriptyline_CHEMBL1821"	"nortriptyline"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	95	"P08173"	"CHRM4"	"nortriptyline"
"olanzapine_CHEMBL1821"	"olanzapine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	155	"P08173"	"CHRM4"	"olanzapine"
"orphenadrine_CHEMBL1821"	"orphenadrine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	125	"P08173"	"CHRM4"	"orphenadrine"
"oxybutynin_CHEMBL1821"	"oxybutynin"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1.994	"P08173"	"CHRM4"	"oxybutynin"
"oxymetazoline_CHEMBL1821"	"oxymetazoline"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	3261	"P08173"	"CHRM4"	"oxymetazoline"
"paroxetine_CHEMBL1821"	"paroxetine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	244	"P08173"	"CHRM4"	"paroxetine"
"pentamidine_CHEMBL1821"	"pentamidine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1580	"P08173"	"CHRM4"	"pentamidine"
"perhexiline_CHEMBL1821"	"perhexiline"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	3591.9	"P08173"	"CHRM4"	"perhexiline"
"pirenzepine_CHEMBL1821"	"pirenzepine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	646.965	"P08173"	"CHRM4"	"pirenzepine"
"prochlorperazine_CHEMBL1821"	"prochlorperazine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1363	"P08173"	"CHRM4"	"prochlorperazine"
"quetiapine_CHEMBL1821"	"quetiapine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	1578.7	"P08173"	"CHRM4"	"quetiapine"
"tamoxifen_CHEMBL1821"	"tamoxifen"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	4817	"P08173"	"CHRM4"	"tamoxifen"
"thioridazine_CHEMBL1821"	"thioridazine"	"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"IC50"	80	"P08173"	"CHRM4"	"thioridazine"
"amiodarone_CHEMBL4302"	"amiodarone"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	34050	"P08183"	"ABCB1"	"amiodarone"
"amlodipine_CHEMBL4302"	"amlodipine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	22000	"P08183"	"ABCB1"	"amlodipine"
"aripiprazole_CHEMBL4302"	"aripiprazole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	780	"P08183"	"ABCB1"	"aripiprazole"
"atorvastatin_CHEMBL4302"	"atorvastatin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	289000	"P08183"	"ABCB1"	"atorvastatin"
"azelastine_CHEMBL4302"	"azelastine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	23000	"P08183"	"ABCB1"	"azelastine"
"carvedilol_CHEMBL4302"	"carvedilol"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	6000	"P08183"	"ABCB1"	"carvedilol"
"clarithromycin_CHEMBL4302"	"clarithromycin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	23800	"P08183"	"ABCB1"	"clarithromycin"
"clofazimine_CHEMBL4302"	"clofazimine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	1000	"P08183"	"ABCB1"	"clofazimine"
"clotrimazole_CHEMBL4302"	"clotrimazole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	6700	"P08183"	"ABCB1"	"clotrimazole"
"colchicine_CHEMBL4302"	"colchicine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	50000	"P08183"	"ABCB1"	"colchicine"
"combretastatin-A-4_CHEMBL4302"	"combretastatin-A-4"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	9.05	"P08183"	"ABCB1"	"combretastatin-A-4"
"cyclosporin-a_CHEMBL4302"	"cyclosporin-a"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	730	"P08183"	"ABCB1"	"cyclosporin-a"
"darunavir_CHEMBL4302"	"darunavir"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	1e+05	"P08183"	"ABCB1"	"darunavir"
"dipyridamole_CHEMBL4302"	"dipyridamole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	23700	"P08183"	"ABCB1"	"dipyridamole"
"donepezil_CHEMBL4302"	"donepezil"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	34850	"P08183"	"ABCB1"	"donepezil"
"elacridar_CHEMBL4302"	"elacridar"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	193	"P08183"	"ABCB1"	"elacridar"
"epigallocatechin-gallate-(-)_CHEMBL4302"	"epigallocatechin-gallate-(-)"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	123.35	"P08183"	"ABCB1"	"epigallocatechin-gallate-(-)"
"erlotinib_CHEMBL4302"	"erlotinib"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	26000	"P08183"	"ABCB1"	"erlotinib"
"erythromycin_CHEMBL4302"	"erythromycin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	50000	"P08183"	"ABCB1"	"erythromycin"
"etoposide_CHEMBL4302"	"etoposide"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	50000	"P08183"	"ABCB1"	"etoposide"
"etravirine_CHEMBL4302"	"etravirine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	7600	"P08183"	"ABCB1"	"etravirine"
"felodipine_CHEMBL4302"	"felodipine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	32300	"P08183"	"ABCB1"	"felodipine"
"fluoxetine_CHEMBL4302"	"fluoxetine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	115500	"P08183"	"ABCB1"	"fluoxetine"
"fluphenazine_CHEMBL4302"	"fluphenazine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	6500	"P08183"	"ABCB1"	"fluphenazine"
"forskolin_CHEMBL4302"	"forskolin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	134200	"P08183"	"ABCB1"	"forskolin"
"gallopamil_CHEMBL4302"	"gallopamil"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	3200	"P08183"	"ABCB1"	"gallopamil"
"haloperidol_CHEMBL4302"	"haloperidol"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	5300	"P08183"	"ABCB1"	"haloperidol"
"imatinib_CHEMBL4302"	"imatinib"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	9916.805	"P08183"	"ABCB1"	"imatinib"
"indinavir_CHEMBL4302"	"indinavir"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	72000	"P08183"	"ABCB1"	"indinavir"
"indometacin_CHEMBL4302"	"indometacin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	30000	"P08183"	"ABCB1"	"indometacin"
"itraconazole_CHEMBL4302"	"itraconazole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	2100	"P08183"	"ABCB1"	"itraconazole"
"lonafarnib_CHEMBL4302"	"lonafarnib"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	2700	"P08183"	"ABCB1"	"lonafarnib"
"loperamide_CHEMBL4302"	"loperamide"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	2500	"P08183"	"ABCB1"	"loperamide"
"lopinavir_CHEMBL4302"	"lopinavir"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	6000	"P08183"	"ABCB1"	"lopinavir"
"loratadine_CHEMBL4302"	"loratadine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	11400	"P08183"	"ABCB1"	"loratadine"
"luteolin_CHEMBL4302"	"luteolin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	19600	"P08183"	"ABCB1"	"luteolin"
"metoprolol_CHEMBL4302"	"metoprolol"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	1300000	"P08183"	"ABCB1"	"metoprolol"
"mibefradil_CHEMBL4302"	"mibefradil"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	1600	"P08183"	"ABCB1"	"mibefradil"
"miconazole_CHEMBL4302"	"miconazole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	3500	"P08183"	"ABCB1"	"miconazole"
"nefazodone_CHEMBL4302"	"nefazodone"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	4700	"P08183"	"ABCB1"	"nefazodone"
"nicardipine_CHEMBL4302"	"nicardipine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	5364.305	"P08183"	"ABCB1"	"nicardipine"
"nitrendipine_CHEMBL4302"	"nitrendipine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	68200	"P08183"	"ABCB1"	"nitrendipine"
"omeprazole_CHEMBL4302"	"omeprazole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	90100	"P08183"	"ABCB1"	"omeprazole"
"pantoprazole_CHEMBL4302"	"pantoprazole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	17900	"P08183"	"ABCB1"	"pantoprazole"
"paroxetine_CHEMBL4302"	"paroxetine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	29800	"P08183"	"ABCB1"	"paroxetine"
"pimozide_CHEMBL4302"	"pimozide"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	2900	"P08183"	"ABCB1"	"pimozide"
"propafenone_CHEMBL4302"	"propafenone"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	331.13	"P08183"	"ABCB1"	"propafenone"
"propranolol_CHEMBL4302"	"propranolol"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	573000	"P08183"	"ABCB1"	"propranolol"
"quercetin_CHEMBL4302"	"quercetin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	52500	"P08183"	"ABCB1"	"quercetin"
"reserpine_CHEMBL4302"	"reserpine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	3235.94	"P08183"	"ABCB1"	"reserpine"
"resveratrol_CHEMBL4302"	"resveratrol"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	60000	"P08183"	"ABCB1"	"resveratrol"
"ritonavir_CHEMBL4302"	"ritonavir"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	12000	"P08183"	"ABCB1"	"ritonavir"
"sertindole_CHEMBL4302"	"sertindole"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	6500	"P08183"	"ABCB1"	"sertindole"
"simvastatin_CHEMBL4302"	"simvastatin"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	26100	"P08183"	"ABCB1"	"simvastatin"
"sufentanil_CHEMBL4302"	"sufentanil"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	4500	"P08183"	"ABCB1"	"sufentanil"
"tamoxifen_CHEMBL4302"	"tamoxifen"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	20550	"P08183"	"ABCB1"	"tamoxifen"
"trifluoperazine_CHEMBL4302"	"trifluoperazine"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	7200	"P08183"	"ABCB1"	"trifluoperazine"
"verapamil_CHEMBL4302"	"verapamil"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	5200	"P08183"	"ABCB1"	"verapamil"
"zosuquidar_CHEMBL4302"	"zosuquidar"	"CHEMBL4302"	"P-glycoprotein 1"	"IC50"	54.44	"P08183"	"ABCB1"	"zosuquidar"
"eplerenone_CHEMBL1994"	"eplerenone"	"CHEMBL1994"	"Mineralocorticoid receptor"	"IC50"	242	"P08235"	"NR3C2"	"eplerenone"
"WAY-362450_CHEMBL1994"	"WAY-362450"	"CHEMBL1994"	"Mineralocorticoid receptor"	"IC50"	10000	"P08235"	"NR3C2"	"WAY-362450"
"AT-13387_CHEMBL4303"	"AT-13387"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	190	"P08238"	"HSP90AB1"	"AT-13387"
"BIIB-021_CHEMBL4303"	"BIIB-021"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	30	"P08238"	"HSP90AB1"	"BIIB-021"
"epigallocatechin-gallate-(-)_CHEMBL4303"	"epigallocatechin-gallate-(-)"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	155000	"P08238"	"HSP90AB1"	"epigallocatechin-gallate-(-)"
"ganetespib_CHEMBL4303"	"ganetespib"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	5	"P08238"	"HSP90AB1"	"ganetespib"
"geldanamycin_CHEMBL4303"	"geldanamycin"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	21	"P08238"	"HSP90AB1"	"geldanamycin"
"novobiocin_CHEMBL4303"	"novobiocin"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	231000	"P08238"	"HSP90AB1"	"novobiocin"
"NVP-AUY922_CHEMBL4303"	"NVP-AUY922"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	18.5	"P08238"	"HSP90AB1"	"NVP-AUY922"
"SNX-2112_CHEMBL4303"	"SNX-2112"	"CHEMBL4303"	"Heat shock protein HSP 90-beta"	"IC50"	22	"P08238"	"HSP90AB1"	"SNX-2112"
"BIIB-021_CHEMBL2095165"	"BIIB-021"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	215	"P08238"	"HSP90AB1"	"BIIB-021"
"chloroxine_CHEMBL2095165"	"chloroxine"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	50000	"P08238"	"HSP90AB1"	"chloroxine"
"clioquinol_CHEMBL2095165"	"clioquinol"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	50000	"P08238"	"HSP90AB1"	"clioquinol"
"diacerein_CHEMBL2095165"	"diacerein"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	9234	"P08238"	"HSP90AB1"	"diacerein"
"dipyridamole_CHEMBL2095165"	"dipyridamole"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	21068.2	"P08238"	"HSP90AB1"	"dipyridamole"
"doxorubicin_CHEMBL2095165"	"doxorubicin"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	15133	"P08238"	"HSP90AB1"	"doxorubicin"
"geldanamycin_CHEMBL2095165"	"geldanamycin"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	200	"P08238"	"HSP90AB1"	"geldanamycin"
"masoprocol_CHEMBL2095165"	"masoprocol"	"CHEMBL2095165"	"Heat shock protein HSP90"	"IC50"	16311.6	"P08238"	"HSP90AB1"	"masoprocol"
